"","doi","Class","Order","Suborder","Family","Genus","Species","Accession","Level","Trait","Collection","Estimate","Value","Metric","Adjusted_Value","Adjusted_Metric","Converted_Value","Converted_Metric","Conversion_Citation"
"2751","https://doi.org/10.1111/1744-7917.12362","Insecta","Lepidoptera","Glossata","Pieridae","Pieris","Pieris rapae","GCF_905147795.1","Chromosome","mass","Dry","No",23.69,"mg",23.69,"mg",23.69,"mg",NA
"2752","https://doi.org/10.7717/peerj.12799/supp-1","Insecta","Coleoptera","Polyphaga","Chrysomelidae","Plagiodera","Plagiodera versicolora","GCA_035321685.1","Chromosome","mass","Live","Yes",3.25,"mg",3.25,"mg",3.25,"mg",NA
"2753","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Geometridae","Plagodis","Plagodis dolabraria","GCA_963854805.1","Chromosome","mass","Dry","Yes",14.4121843410236,"mg",14.4121843410236,"mg",14.4121843410236,"mg",NA
"2754","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Geometridae","Plagodis","Plagodis pulveraria","GCA_963890685.1","Chromosome","mass","Dry","Yes",15.4917954801563,"mg",15.4917954801563,"mg",15.4917954801563,"mg",NA
"2755","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Platycheirus","Platycheirus albimanus","GCA_916050605.1","Chromosome","mass","Dry","NA",3.321,"mg",3.321,"mg",3.321,"mg",NA
"2756","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Platycheirus","Platycheirus albimanus","GCA_916050605.1","Chromosome","mass","Dry","NA",5.794,"mg",5.794,"mg",5.794,"mg",NA
"2757","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Platycheirus","Platycheirus albimanus","GCA_916050605.1","Chromosome","mass","Dry","NA",3.194,"mg",3.194,"mg",3.194,"mg",NA
"2758","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Platycheirus","Platycheirus albimanus","GCA_916050605.1","Chromosome","mass","Dry","NA",3.666667,"mg",3.666667,"mg",3.666667,"mg",NA
"2759","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Platycheirus","Platycheirus albimanus","GCA_916050605.1","Chromosome","mass","Dry","NA",2.866667,"mg",2.866667,"mg",2.866667,"mg",NA
"2760","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Platycheirus","Platycheirus albimanus","GCA_916050605.1","Chromosome","mass","Dry","NA",4.766667,"mg",4.766667,"mg",4.766667,"mg",NA
"2761","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Platycheirus","Platycheirus albimanus","GCA_916050605.1","Chromosome","mass","Dry","NA",2.366667,"mg",2.366667,"mg",2.366667,"mg",NA
"2762","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Platycheirus","Platycheirus albimanus","GCA_916050605.1","Chromosome","mass","Dry","NA",4.266667,"mg",4.266667,"mg",4.266667,"mg",NA
"2763","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Platycheirus","Platycheirus albimanus","GCA_916050605.1","Chromosome","mass","Dry","NA",3.066667,"mg",3.066667,"mg",3.066667,"mg",NA
"2764","https://doi.org/10.1038/s41597-019-0318-9","Insecta","Odonata","Zygoptera","Platycnemididae","Platycnemis","Platycnemis pennipes","GCA_933228895.1","Chromosome","size","NA","Yes",36,"mm",36,"mm",107.880049964379,"mg","Aromaa_et_al_2019"
"2765","https://doi.org/10.5061/dryad.2fqz612p3","Insecta","Coleoptera","Polyphaga","Curculionidae","Platypus","Platypus cylindrus","GCA_949748235.1","Chromosome","size","NA","No",5.191,"mm",5.191,"mm",2.3569760269482,"mg","Sample_et_al_1993"
"2766","https://doi.org/10.1038/s41597-020-00697-7","Insecta","Lepidoptera","Glossata","Lycaenidae","Plebejus","Plebejus argus","GCA_905404155.3","Chromosome","size","NA","Yes",13.5,"mm",13.5,"mm",35.285,"mg","Garcia_Barros_2015"
"2768","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Geometridae","Plemyria","Plemyria rubiginata","GCA_963576535.1","Chromosome","mass","Dry","Yes",7.40849919663386,"mg",7.40849919663386,"mg",7.40849919663386,"mg",NA
"2769","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Geometridae","Plemyria","Plemyria rubiginata","GCA_963576535.1","Chromosome","mass","Dry","Yes",7.40849919663386,"mg",7.40849919663386,"mg",7.40849919663386,"mg",NA
"2770","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Pyralidae","Plodia","Plodia interpunctella","GCF_027563975.1","Chromosome","mass","Dry","Yes",4.59291253274748,"mg",4.59291253274748,"mg",4.59291253274748,"mg",NA
"2771","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Noctuidae","Plusia","Plusia festucae","GCA_950381575.1","Chromosome","mass","Dry","Yes",40.550057138435,"mg",40.550057138435,"mg",40.550057138435,"mg",NA
"2772","https://doi.org/10.1371/journal.pone.0084308","Insecta","Lepidoptera","Glossata","Plutellidae","Plutella","Plutella xylostella","GCF_932276165.1","Chromosome","mass","Dry","No",1.93,"mg",1.93,"mg",1.93,"mg",NA
"2773","https://doi.org/10.1002%2Fece3.2732","Insecta","Coleoptera","Polyphaga","Cantharidae","Podabrus","Podabrus alpinus","GCA_932274525.1","Chromosome","size","NA","No",12.25,"mm",12.25,"mm",20.0255629841305,"mg","Sample_et_al_1993"
"2774","https://doi.org/10.5061/dryad.2fqz612p3","Insecta","Coleoptera","Polyphaga","Cantharidae","Podabrus","Podabrus alpinus","GCA_932274525.1","Chromosome","size","NA","No",13.301,"mm",13.301,"mm",24.5849461083448,"mg","Sample_et_al_1993"
"2776","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Noctuidae","Polia","Polia nebulosa","GCA_951329385.1","Chromosome","mass","Dry","Yes",75.5281366215807,"mg",75.5281366215807,"mg",75.5281366215807,"mg",NA
"2777","https://doi.org/10.7717/peerj.12799/supp-1","Insecta","Coleoptera","Polyphaga","Curculionidae","Polydrusus","Polydrusus cervinus","GCA_935413205.1","Chromosome","mass","Live","Yes",2.1,"mg",2.1,"mg",2.1,"mg",NA
"2778","https://doi.org/10.1002%2Fece3.2732","Insecta","Coleoptera","Polyphaga","Curculionidae","Polydrusus","Polydrusus cervinus","GCA_935413205.1","Chromosome","size","NA","No",4.8,"mm",4.8,"mm",1.93911142361522,"mg","Sample_et_al_1993"
"2779","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Noctuidae","Polymixis","Polymixis flavicincta","GCA_949987655.1","Chromosome","mass","Dry","Yes",54.398973477355,"mg",54.398973477355,"mg",54.398973477355,"mg",NA
"2780","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Noctuidae","Polymixis","Polymixis lichenea","GCA_949091785.1","Chromosome","mass","Dry","Yes",40.550057138435,"mg",40.550057138435,"mg",40.550057138435,"mg",NA
"2781","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Noctuidae","Polymixis","Polymixis lichenea","GCA_949091785.1","Chromosome","mass","Dry","Yes",40.550057138435,"mg",40.550057138435,"mg",40.550057138435,"mg",NA
"2782","https://doi.org/10.1371/journal.pone.0175001","Insecta","Lepidoptera","Glossata","Lycaenidae","Polyommatus","Polyommatus icarus","GCA_937595015.1","Chromosome","mass","Dry","NA",10.0822393949359,"mg",10.0822393949359,"mg",10.0822393949359,"mg",NA
"2783","https://doi.org/10.1038/s41597-020-00697-7","Insecta","Lepidoptera","Glossata","Lycaenidae","Polyommatus","Polyommatus icarus","GCA_937595015.1","Chromosome","size","NA","Yes",15.3333333333333,"mm",15.3333333333333,"mm",40.367,"mg","Garcia_Barros_2015"
"2784","https://doi.org/10.1111/1744-7917.12362","Insecta","Lepidoptera","Glossata","Lycaenidae","Polyommatus","Polyommatus icarus","GCA_937595015.1","Chromosome","mass","Dry","No",6.29,"mg",6.29,"mg",6.29,"mg",NA
"2785","https://doi.org/10.1038/s41597-020-00697-7","Insecta","Lepidoptera","Glossata","Lycaenidae","Polyommatus","Polyommatus iphigenia","GCA_963422495.1","Chromosome","size","NA","Yes",16,"mm",16,"mm",42.215,"mg","Garcia_Barros_2015"
"2786","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Drepanidae","Polyploca","Polyploca ridens","GCA_951394255.1","Chromosome","mass","Dry","Yes",31.7385482215589,"mg",31.7385482215589,"mg",31.7385482215589,"mg",NA
"2792","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Diptera","Brachycera","Calliphoridae","Protophormia","Protophormia terraenovae","GCA_951394005.1","Chromosome","mass","Live","No",25,"mg",25,"mg",25,"mg",NA
"2793","https://doi.org/10.1371/journal.pone.0084308","Insecta","Diptera","Brachycera","Calliphoridae","Protophormia","Protophormia terraenovae","GCA_951394005.1","Chromosome","mass","Dry","No",5.59,"mg",5.59,"mg",5.59,"mg",NA
"2794","https://doi.org/10.5061/dryad.2fqz612p3","Insecta","Coleoptera","Polyphaga","Anthribidae","Pseudeuparius","Pseudeuparius sepicola","GCA_963920635.1","Chromosome","size","NA","No",4.268,"mm",4.268,"mm",1.44700100555562,"mg","Sample_et_al_1993"
"2795","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Nolidae","Pseudoips","Pseudoips prasinana","GCA_951640165.1","Chromosome","mass","Dry","Yes",41.7371155279792,"mg",41.7371155279792,"mg",41.7371155279792,"mg",NA
"2796","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Nolidae","Pseudoips","Pseudoips prasinana","GCA_951640165.1","Chromosome","mass","Dry","Yes",41.7371155279792,"mg",41.7371155279792,"mg",41.7371155279792,"mg",NA
"2797","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",166.08,"mg",166.08,"mg",166.08,"mg",NA
"2798","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",214.78,"mg",214.78,"mg",214.78,"mg",NA
"2799","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",208.94,"mg",208.94,"mg",208.94,"mg",NA
"2800","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",211.33,"mg",211.33,"mg",211.33,"mg",NA
"2801","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",175.08,"mg",175.08,"mg",175.08,"mg",NA
"2802","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",192.2,"mg",192.2,"mg",192.2,"mg",NA
"2803","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",207.49,"mg",207.49,"mg",207.49,"mg",NA
"2804","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",311.97,"mg",311.97,"mg",311.97,"mg",NA
"2805","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",176.58,"mg",176.58,"mg",176.58,"mg",NA
"2806","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",196.4,"mg",196.4,"mg",196.4,"mg",NA
"2807","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",279.85,"mg",279.85,"mg",279.85,"mg",NA
"2808","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",210.11,"mg",210.11,"mg",210.11,"mg",NA
"2809","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",322.89,"mg",322.89,"mg",322.89,"mg",NA
"2810","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",219.85,"mg",219.85,"mg",219.85,"mg",NA
"2811","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",378.18,"mg",378.18,"mg",378.18,"mg",NA
"2812","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",330.34,"mg",330.34,"mg",330.34,"mg",NA
"2813","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",217.95,"mg",217.95,"mg",217.95,"mg",NA
"2814","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",205.25,"mg",205.25,"mg",205.25,"mg",NA
"2815","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",206.47,"mg",206.47,"mg",206.47,"mg",NA
"2816","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",249.33,"mg",249.33,"mg",249.33,"mg",NA
"2817","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",189.66,"mg",189.66,"mg",189.66,"mg",NA
"2818","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",218.44,"mg",218.44,"mg",218.44,"mg",NA
"2819","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",218.48,"mg",218.48,"mg",218.48,"mg",NA
"2820","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",203.86,"mg",203.86,"mg",203.86,"mg",NA
"2821","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",154.07,"mg",154.07,"mg",154.07,"mg",NA
"2822","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",201.19,"mg",201.19,"mg",201.19,"mg",NA
"2823","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",233.23,"mg",233.23,"mg",233.23,"mg",NA
"2824","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",216.32,"mg",216.32,"mg",216.32,"mg",NA
"2825","https://doi.org/10.1002%2Fece3.2732","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","size","NA","No",18,"mm",18,"mm",52.2502874528378,"mg","Sample_et_al_1993"
"2826","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",197.17,"mg",197.17,"mg",197.17,"mg",NA
"2827","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",267.07,"mg",267.07,"mg",267.07,"mg",NA
"2828","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",219.31,"mg",219.31,"mg",219.31,"mg",NA
"2829","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",193.93,"mg",193.93,"mg",193.93,"mg",NA
"2830","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",176.86,"mg",176.86,"mg",176.86,"mg",NA
"2831","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",331.98,"mg",331.98,"mg",331.98,"mg",NA
"2832","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",191.5,"mg",191.5,"mg",191.5,"mg",NA
"2833","https://doi.org/10.1111/j.1461-0248.2011.01660.x","Insecta","Coleoptera","Adephaga","Carabidae","Pterostichus","Pterostichus niger","GCA_947425015.1","Chromosome","mass","Live","No",239.1,"mg",239.1,"mg",239.1,"mg",NA
"2834","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Pyralidae","Pyralis","Pyralis farinalis","GCA_947507595.1","Chromosome","mass","Dry","Yes",14.9261750369032,"mg",14.9261750369032,"mg",14.9261750369032,"mg",NA
"2835","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Crambidae","Pyrausta","Pyrausta aurata","GCA_963584085.1","Chromosome","mass","Dry","Yes",2.274837672033,"mg",2.274837672033,"mg",2.274837672033,"mg",NA
"2836","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Crambidae","Pyrausta","Pyrausta nigrata","GCA_949316185.1","Chromosome","mass","Dry","Yes",1.97977629070984,"mg",1.97977629070984,"mg",1.97977629070984,"mg",NA
"2837","https://doi.org/10.1038/s41597-020-00697-7","Insecta","Lepidoptera","Glossata","Hesperiidae","Pyrgus","Pyrgus malvae","GCA_911387765.1","Chromosome","size","NA","Yes",12,"mm",12,"mm",31.127,"mg","Garcia_Barros_2015"
"2838","https://doi.org/10.5061/dryad.2fqz612p3","Insecta","Coleoptera","Polyphaga","Pyrochroidae","Pyrochroa","Pyrochroa serraticornis","GCA_905333025.1","Chromosome","size","NA","No",12.687,"mm",12.687,"mm",21.8534535609494,"mg","Sample_et_al_1993"
"2839","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Noctuidae","Pyrrhia","Pyrrhia umbra","GCA_963891755.1","Chromosome","mass","Dry","Yes",44.9712558078417,"mg",44.9712558078417,"mg",44.9712558078417,"mg",NA
"2840","https://doi.org/10.1038/s41597-019-0318-9","Insecta","Odonata","Zygoptera","Coenagrionidae","Pyrrhosoma","Pyrrhosoma nymphula","GCA_963573305.1","Chromosome","size","NA","Yes",34.5,"mm",34.5,"mm",99.6906485491309,"mg","Aromaa_et_al_2019"
"2841","https://doi.org/10.5061/dryad.2fqz612p3","Insecta","Coleoptera","Polyphaga","Cerambycidae","Rhagium","Rhagium mordax","GCA_963680705.1","Chromosome","size","NA","No",17.167,"mm",17.167,"mm",46.431002845069,"mg","Sample_et_al_1993"
"2842","https://doi.org/10.1002%2Fece3.2732","Insecta","Coleoptera","Polyphaga","Cerambycidae","Rhagium","Rhagium mordax","GCA_963680705.1","Chromosome","size","NA","No",17.5,"mm",17.5,"mm",48.7080136028671,"mg","Sample_et_al_1993"
"2843","https://doi.org/10.1111/1744-7917.12362","Insecta","Coleoptera","Polyphaga","Cantharidae","Rhagonycha","Rhagonycha fulva","GCA_905340355.1","Chromosome","mass","Dry","No",5,"mg",5,"mg",5,"mg",NA
"2844","https://doi.org/10.7717/peerj.12799/supp-1","Insecta","Coleoptera","Polyphaga","Cantharidae","Rhagonycha","Rhagonycha fulva","GCA_905340355.1","Chromosome","mass","Live","Yes",5.8,"mg",5.8,"mg",5.8,"mg",NA
"2845","https://doi.org/10.1002%2Fece3.2732","Insecta","Coleoptera","Polyphaga","Cantharidae","Rhagonycha","Rhagonycha lutea","GCA_958510855.1","Chromosome","size","NA","No",7.5,"mm",7.5,"mm",5.89660816807276,"mg","Sample_et_al_1993"
"2847","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Rhingia","Rhingia campestris","GCA_932526625.1","Chromosome","mass","Dry","NA",14.721,"mg",14.721,"mg",14.721,"mg",NA
"2848","https://doi.org/10.1371/journal.pone.0175001","Insecta","Diptera","Brachycera","Syrphidae","Rhingia","Rhingia campestris","GCA_932526625.1","Chromosome","mass","Dry","NA",20.5450661264785,"mg",20.5450661264785,"mg",20.5450661264785,"mg",NA
"2849","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Rhingia","Rhingia campestris","GCA_932526625.1","Chromosome","mass","Dry","NA",7.294,"mg",7.294,"mg",7.294,"mg",NA
"2850","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Rhingia","Rhingia campestris","GCA_932526625.1","Chromosome","mass","Dry","NA",13.521,"mg",13.521,"mg",13.521,"mg",NA
"2851","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Rhingia","Rhingia rostrata","GCA_949824845.1","Chromosome","mass","Dry","NA",11.121,"mg",11.121,"mg",11.121,"mg",NA
"2852","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Rhingia","Rhingia rostrata","GCA_949824845.1","Chromosome","mass","Dry","NA",16.621,"mg",16.621,"mg",16.621,"mg",NA
"2854","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Pyralidae","Rhodophaea","Rhodophaea formosa","GCA_963082605.1","Chromosome","mass","Dry","Yes",7.54722221750107,"mg",7.54722221750107,"mg",7.54722221750107,"mg",NA
"2855","https://doi.org/10.1371/journal.pone.0084308","Insecta","Hemiptera","Sternorrhyncha","Aphididae","Rhopalosiphum","Rhopalosiphum padi","GCF_020882245.1","Chromosome","mass","Dry","No",0.21,"mg",0.21,"mg",0.21,"mg",NA
"2857","https://doi.org/10.5061/dryad.2fqz612p3","Insecta","Coleoptera","Polyphaga","Cerambycidae","Rutpela","Rutpela maculata","GCA_936432065.2","Chromosome","size","NA","No",17.471,"mm",17.471,"mm",48.5071175830171,"mg","Sample_et_al_1993"
"2858","https://doi.org/10.1002%2Fece3.2732","Insecta","Coleoptera","Polyphaga","Cerambycidae","Rutpela","Rutpela maculata","GCA_936432065.2","Chromosome","size","NA","No",16.5,"mm",16.5,"mm",42.0648737992401,"mg","Sample_et_al_1993"
"2859","https://doi.org/10.5061/dryad.2fqz612p3","Insecta","Coleoptera","Polyphaga","Salpingidae","Salpingus","Salpingus planirostris","GCA_949788335.1","Chromosome","size","NA","No",3.113,"mm",3.113,"mm",0.659100999250884,"mg","Sample_et_al_1993"
"2860","https://doi.org/10.1002%2Fece3.2732","Insecta","Coleoptera","Polyphaga","Salpingidae","Salpingus","Salpingus planirostris","GCA_949788335.1","Chromosome","size","NA","No",3.25,"mm",3.25,"mm",0.733775043583039,"mg","Sample_et_al_1993"
"2861","https://doi.org/10.1111/1744-7917.12362","Insecta","Diptera","Brachycera","Sarcophagidae","Sarcophaga","Sarcophaga carnaria","GCA_958299815.1","Chromosome","mass","Dry","No",37.76,"mg",37.76,"mg",37.76,"mg",NA
"2862","https://doi.org/10.1371/journal.pone.0175001","Insecta","Diptera","Brachycera","Sarcophagidae","Sarcophaga","Sarcophaga carnaria","GCA_958299815.1","Chromosome","mass","Dry","NA",21.0229521596282,"mg",21.0229521596282,"mg",21.0229521596282,"mg",NA
"2863","https://doi.org/10.1111/1744-7917.12362","Insecta","Diptera","Brachycera","Sarcophagidae","Sarcophaga","Sarcophaga variegata","GCA_932273835.1","Chromosome","mass","Dry","No",16.36,"mg",16.36,"mg",16.36,"mg",NA
"2864","https://doi.org/10.1371/journal.pone.0175001","Insecta","Diptera","Brachycera","Sarcophagidae","Sarcophaga","Sarcophaga variegata","GCA_932273835.1","Chromosome","mass","Dry","NA",16.1451029748284,"mg",16.1451029748284,"mg",16.1451029748284,"mg",NA
"2866","https://doi.org/10.1002%2Fece3.6546","Insecta","Lepidoptera","Glossata","Saturniidae","Saturnia","Saturnia pavonia","GCA_947532125.1","Chromosome","mass","Dry","Yes",317.695307862058,"mg",317.695307862058,"mg",317.695307862058,"mg",NA
"2867","https://doi.org/10.1371/journal.pone.0175001","Insecta","Diptera","Brachycera","Syrphidae","Scaeva","Scaeva pyrastri","GCA_905146935.1","Chromosome","mass","Dry","NA",16.0000448833034,"mg",16.0000448833034,"mg",16.0000448833034,"mg",NA
"2868","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Scaeva","Scaeva pyrastri","GCA_905146935.1","Chromosome","mass","Dry","NA",21.794,"mg",21.794,"mg",21.794,"mg",NA
"2869","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Scaeva","Scaeva pyrastri","GCA_905146935.1","Chromosome","mass","Dry","NA",15.321,"mg",15.321,"mg",15.321,"mg",NA
"2870","https://doi.org/10.1111/1744-7917.12362","Insecta","Diptera","Brachycera","Syrphidae","Scaeva","Scaeva pyrastri","GCA_905146935.1","Chromosome","mass","Dry","No",15.95,"mg",15.95,"mg",15.95,"mg",NA
"2871","https://doi.org/10.1002/ece3.4835","Insecta","Diptera","Brachycera","Syrphidae","Scaeva","Scaeva pyrastri","GCA_905146935.1","Chromosome","mass","Dry","NA",28.666667,"mg",28.666667,"mg",28.666667,"mg",NA
